Method,Modality,Type,Subject,Volume,Dice,IoU,n_comp_2d,max_comp_slice,n_slices_multi,n_slices_fg,frac_slices_multi
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv043_ses-01_acq-haste_run-1_T2w,0.9578993916511536,0.9192005395889282,32,5,3,25,0.12
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv043_ses-01_acq-haste_run-2_T2w,0.9735776782035828,0.9485157132148743,31,1,0,31,0.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv043_ses-01_acq-haste_run-3_T2w,0.9717622995376587,0.945075511932373,24,1,0,24,0.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv043_ses-01_acq-haste_run-4_T2w,0.9743704199790955,0.9500217437744141,25,2,2,23,0.08695652173913043
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv043_ses-01_acq-haste_run-6_T2w,0.9739508628845215,0.9492244124412537,28,4,1,25,0.04
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv043_ses-01_acq-haste_run-7_T2w,0.9737050533294678,0.9487574696540833,28,3,3,24,0.125
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv043_ses-01_acq-haste_run-8_T2w,0.9739809036254883,0.9492815136909485,30,1,0,30,0.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv050_ses-01_acq-haste_run-1_T2w,0.9656394720077515,0.9335617423057556,23,1,0,23,0.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv050_ses-01_acq-haste_run-2_T2w,0.9757428765296936,0.9526346921920776,22,1,0,22,0.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv050_ses-01_acq-haste_run-3_T2w,0.977749764919281,0.9564681649208069,25,2,3,22,0.13636363636363635
